ident,uf,estrato_pof,tipo_situacao_reg,energia_kcal,ptn,chotot,fibra,lip,colest,agsat,agmono,agpoli,agtrans,calcio,ferro,sodio,magnesio,fosforo,potassio,cobre,zinco,vita_rae,tiamina,riboflavina,niacina,piridoxamina,cobalamina,vitd,vite,vitc,folato,idade,sexo,raca,anos_estudo,peso,altura,tipo_domicilio,tipo_piso
110006066811,176,17664,16,1343.45000076294,93.41600063256919,156.050496339798,14.70249995589256,41.60500055179,203.9874992370606,11.30750007368624,12.45499987155199,14.79249963909388,.7099999971687794,153.2324999272823,10.09349980205298,1834.491001784802,205.4374987408519,811.4574942588806,1641.275010824204,1.160000003874302,13.49999986588955,223.414997458458,.530000003054738,.7499999962747097,17.13250032067299,.6274999938905239,3.862499982118607,.3025000095367432,7.339999986812472,11.56999996304512,242.9975053071976,67,1,2,4,68,172,1,1
110006066812,165,16560,15,1343.45000076294,93.41600063256919,156.050496339798,14.70249995589256,41.60500055179,203.9874992370606,11.30750007368624,12.45499987155199,14.79249963909388,.7099999971687794,153.2324999272823,10.09349980205298,1834.491001784802,205.4374987408519,811.4574942588806,1641.275010824204,1.160000003874302,13.49999986588955,223.414997458458,.530000003054738,.7499999962747097,17.13250032067299,.6274999938905239,3.862499982118607,.3025000095367432,7.339999986812472,11.56999996304512,242.9975053071976,60,2,2,5,99,158,1,1
110006493111,231,23289,42,3749.549934387207,293.6822447776794,284.8685001134872,57.8430010676384,172.1300035379827,825.0699951648712,43.730249308981,56.62650095298886,64.90200160443783,1.230500032193959,790.0679976940155,24.52375030517578,4660.633061230183,737.0237541198731,2963.846511363983,5967.375303268433,3.716750029474497,31.42400020360947,286.1979943662882,4.365249997936189,.8194999964907765,48.83774900436401,.235500006005168,15.58750009536743,10.00574962049723,17.51199999824166,39.78599882125855,952.9962750673294,66,2,4,2,62,162,1,4
110006493411,264,26616,48,3274.249948501587,281.2555007999763,233.000501036644,39.69650068879128,147.1779994927347,723.9200005531311,29.0774994250387,57.91000058501959,51.56650103628635,1.139000005088747,407.0954968482256,15.66400003852323,3906.230041235685,453.7065033689141,2428.450566440821,4194.924560084939,2.151000011712313,19.56600020080805,332.2699932903051,1.02700001001358,.1489999983459711,56.13149812817574,.1410000026226044,2.862000033259392,.063000001013279,21.73249999992549,55.16499869525433,606.4845158457756,77,1,4,1,73,175,1,1
110008064512,99,9918,9,1465.850006103516,78.21150028705597,196.2099990844727,10.0589998960495,42.99770124256611,351.3400115966797,12.51439985632896,11.40359997749329,13.3085997402668,1.462000015191734,251.8262995481491,9.012599777430296,2347.558364868164,195.3287990391254,748.18288397789,1344.442312002182,1.05099998600781,5.19350004196167,102.3155008554459,.7609999952837825,1.302000012248755,14.12800014019013,1.113000037148595,3.777000084519386,2.340999960899353,4.345799997448921,13.72250005602837,273.2765963077545,76,2,1,0,90,158,1,1
110008539612,176,17616,16,3597.589988708496,102.9693981995806,344.2718942165375,20.35320019721985,54.14900117367506,210.2929980754852,13.77359994873405,18.22620034217835,18.52580004744232,.9828000166453421,477.3192003071308,12.09678014554083,2045.928222447634,515.8273003809154,1554.963394999504,2977.87757961452,1.485199999064207,16.65280029550195,143.4556000977755,.4402000028640032,.7424000112805516,112.5302026793361,5.641799973789603,3.713000029325485,.1260000020265579,7.502919951453805,242.6987993717194,573.0597991943359,78,2,1,0,57,165,1,1
110009642812,363,36630,66,4995.059976577759,342.1180513733998,460.2797021865845,32.21250022575259,205.1589993480593,1861.842017173767,69.51769987307489,72.35544889420271,42.01444940268993,2.000100007280707,1096.568010702729,24.5116499401629,6324.712873607874,624.5741508416832,3596.461876630783,5699.865947246552,2.310549998655915,38.32739980518818,582.8697950765491,3.685849861241877,2.360450001433492,62.65220059454441,1.070999985560775,23.17740035057068,15.0813003256917,14.43465018365532,77.28720110654831,580.9280584454536,85,2,1,0,63,180,1,3
110011003411,374,37536,34,4768.090000152588,184.1225488483906,719.8279975056648,47.26100021600723,140.4261011835188,568.7395973205566,50.15734983980656,42.4532005386427,36.62620021309704,4.421400114893913,1686.634184002876,22.10425009950995,3609.543033033609,738.7327506542206,2746.832539319992,7263.137889862061,3.336350014433265,28.78130027651787,1084.427524000406,4.53434999845922,4.262799952179194,37.42284989356995,1.405500013381243,8.673199903219938,2.289549969136715,11.81829983275384,771.4550112485886,1396.906954109669,65,2,1,12,60,169,1,1
110012387717,220,22100,20,2299.250003814697,147.6485027913004,254.7204953432083,25.848000228405,82.27650025114417,457.1589918136597,22.53649989701808,24.22899962216616,29.45199965685606,.8224999969825149,527.1149932444096,12.33500002324581,2599.589497983456,407.329002417624,1508.642523288727,2955.362004518509,2.013999997638166,15.22249982506037,258.7689977586269,.5555000100284815,.3149999976158142,23.09350019693375,.3305000001564622,8.994499809574336,3.281499996781349,11.54900008253753,154.8564981818199,456.2980052232742,89,2,4,0,68,174,1,1
110012387812,154,15470,14,2346.399969100952,173.7609964748845,226.3169969916344,44.2980007827282,92.60300019197166,981.5340270996094,23.89100035000593,25.19849975779653,34.04049956798554,.6134999990463257,1101.387512728572,13.65700007602572,3767.553522437811,583.3505082987249,2334.096528768539,3702.934021830559,2.728000021539629,12.56750021129847,109.3570007830858,.3865000056102872,.6410000007599592,18.32100035250187,.3305000048130751,22.8100004196167,11.32600045204163,12.07750011887401,7.676999926567078,690.8035119175911,70,1,1,10,64,165,2,1
110013199211,275,27775,50,5166.360027313232,247.7257975991815,639.1264126300812,92.3940019607544,200.4180005565286,1586.480056762695,38.78500076755881,54.2459994405508,90.1830005645752,1.011000022292137,751.5930064916611,25.38580010831356,5958.538958668709,1253.988010808826,3489.292016029358,6680.905005693436,4.260999992489815,24.02900004386902,196.6760011911392,1.362999994307756,.9999999776482582,57.3300022482872,.3580000065267086,4.015000104904175,5.480000019073486,21.03699998930097,24.51999974250794,1376.819033384323,66,1,4,1,74,165,1,1
110014602312,209,20957,19,3744.099996566773,166.49050220754,418.0774940848351,32.3869998306036,164.0593028794974,1196.119542360306,56.56360051315278,42.3114000633359,39.6283991932869,4.811500115320087,2028.422726020217,29.4353997092694,7482.791431754828,399.672700535506,2316.369553685188,3869.643766880035,2.528999943984672,21.69700037874281,602.6249871253967,1.684000000357628,3.516500033438206,17.51799984276295,1.766500033438206,7.514999963343144,3.604000024497509,16.97620008792728,16.30000007152557,828.1063820719719,61,1,4,4,59,160,1,3
110014602313,198,19854,18,2946.799987792969,108.3080005645752,402.3479948043823,50.69200086593628,111.9064021110535,1077.200054168701,31.84079957008362,29.39120006561279,34.43519935011864,2.804000023752451,808.0775978565216,25.48719965666533,5153.44482421875,514.5576043725014,2090.352805614471,3496.345660686493,2.272000014781952,12.90000009536743,396.8599980473518,1.73200000077486,3.800000071525574,13.60799980163574,1.860000059008598,3.940000057220459,5.480000019073486,13.09360000491142,4.319999933242798,1112.403205394745,91,2,1,0,60,160,1,3
110014602314,132,13236,12,2922.399993896484,112.2940019369125,332.2559971809387,39.42800047248602,136.4352023601532,734.2860317230225,45.45840060710907,34.73959994316101,34.62959937751293,3.230000080540776,1745.418828129768,22.80159990116954,5979.930282592773,355.9208000600338,2051.710383176804,2863.284835577011,1.578000005101785,13.95000021904707,511.035989433527,1.193999993614852,2.400000032037497,8.443999886512756,1.05800002720207,6.089999951422215,3.604000024497509,15.57880006730557,7.199999928474426,838.7055990695953,76,1,4,3,61,162,1,1
